Virus,Continent,Country,State,Status,First Recorded In,Latitude,Longitude
Ilarvirus APLPV  (APLPV0),America,United States of America,California,"Absent, invalid record",Not available,36.7014631,-118.755997
Ilarvirus APLPV  (APLPV0),America,United States of America,Kentucky,"Present, no details",Not available,37.5726028,-85.1551411
Ilarvirus APLPV  (APLPV0),America,United States of America,Michigan,"Present, no details",Not available,43.6211955,-84.6824346
Ilarvirus APLPV  (APLPV0),America,United States of America,Ohio,"Present, no details",Not available,40.2253569,-82.6881395
Ilarvirus APLPV  (APLPV0),America,United States of America,Oregon,"Present, no details",Not available,43.9792797,-120.737257
Ilarvirus APLPV  (APLPV0),America,United States of America,South Carolina,"Present, no details",Not available,33.6874388,-80.4363743
Ilarvirus APLPV  (APLPV0),America,United States of America,Texas,"Present, no details",Not available,31.2638905,-98.5456116
Ilarvirus APLPV  (APLPV0),America,United States of America,Washington,"Present, no details",Not available,38.8950368,-77.0365427
Ilarvirus APLPV  (APLPV0),America,United States of America,Wisconsin,"Present, no details",Not available,44.4308975,-89.6884637
Ilarvirus APLPV  (APLPV0),America,United States of America,Wyoming,"Present, no details",Not available,43.1700264,-107.568534
Ilarvirus APLPV  (APLPV0),Asia,India,Himachal Pradesh,"Present, no details",2022,31.9292352,77.1828462
Ilarvirus APLPV  (APLPV0),Asia,India,Jammu & Kashmir,"Present, no details",2022,33.6649297,75.1629584
Ilarvirus APLPV  (APLPV0),Asia,Israel,,"Absent, pest no longer present",2003,30.8124247,34.8594762
Ilarvirus APLPV  (APLPV0),Asia,Japan,,"Present, restricted distribution",2015,36.5748441,139.2394179
Ilarvirus APLPV  (APLPV0),Asia,Japan,Honshu,"Present, restricted distribution",2015,37.4899229,139.8356509
Ilarvirus APLPV  (APLPV0),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Ilarvirus APLPV  (APLPV0),Asia,Lebanon,,"Present, few occurrences",Not available,33.8750629,35.843409
Ilarvirus APLPV  (APLPV0),Europe,Albania,,"Absent, confirmed by survey",2003,41.000028,19.9999619
Ilarvirus APLPV  (APLPV0),Europe,Belgium,,"Absent, no pest record",Not available,50.6402809,4.6667145
Ilarvirus APLPV  (APLPV0),Europe,Cyprus,,"Absent, confirmed by survey",Not available,34.9174159,32.8899027
Ilarvirus APLPV  (APLPV0),Europe,Denmark,,"Absent, confirmed by survey",Not available,55.670249,10.3333283
Ilarvirus APLPV  (APLPV0),Europe,France,,"Absent, confirmed by survey",Not available,46.603354,1.8883335
Ilarvirus APLPV  (APLPV0),Europe,Germany,,"Absent, confirmed by survey",Not available,51.1638175,10.4478313
Ilarvirus APLPV  (APLPV0),Europe,Hungary,,"Absent, confirmed by survey",Not available,47.1817585,19.5060937
Ilarvirus APLPV  (APLPV0),Europe,Italy,,"Present, few occurrences",Not available,42.6384261,12.674297
Ilarvirus APLPV  (APLPV0),Europe,Italy,Sicilia,"Present, few occurrences",Not available,37.587794,14.155048
Ilarvirus APLPV  (APLPV0),Europe,Malta,,"Absent, confirmed by survey",Not available,35.9311442,14.3951627
Ilarvirus APLPV  (APLPV0),Europe,Netherlands,,"Absent, pest eradicated",Not available,52.2434979,5.6343227
Ilarvirus APLPV  (APLPV0),Europe,Norway,,"Absent, no pest record",Not available,61.1529386,8.7876653
Ilarvirus APLPV  (APLPV0),Europe,Portugal,,"Absent, confirmed by survey",Not available,39.6621648,-8.1353519
Ilarvirus APLPV  (APLPV0),Europe,Slovakia,,"Absent, confirmed by survey",Not available,48.7411522,19.4528646
Ilarvirus APLPV  (APLPV0),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Ilarvirus APLPV  (APLPV0),Europe,Türkiye,,"Absent, confirmed by survey",Not available,39.294076,35.2316631
Ilarvirus APLPV  (APLPV0),Europe,United Kingdom,,"Absent, confirmed by survey",Not available,54.7023545,-3.2765753
Ilarvirus APLPV  (APLPV0),Oceania,New Zealand,,"Present, restricted distribution",Not available,-41.5000831,172.8344077
Ipomovirus cucumisvenaflavi  (CVYV00),Africa,Sudan,,"Present, no details",1992,14.5844444,29.4917691
Ipomovirus cucumisvenaflavi  (CVYV00),Africa,Tunisia,,"Present, restricted distribution",2005,33.8439408,9.400138
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,India,,"Present, no details",Not available,22.3511148,78.6677428
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,India,Uttar Pradesh,"Present, no details",Not available,27.1303344,80.859666
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,India,West Bengal,"Present, no details",Not available,22.9964948,87.6855882
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,"Iran, Islamic Republic of",,"Present, restricted distribution",2002,36.2665119,59.5999861
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Iraq,,"Present, no details",Not available,33.0955793,44.1749775
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Israel,,"Present, no details",Not available,30.8124247,34.8594762
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Jordan,,"Present, no details",1985,31.1667049,36.941628
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Lebanon,,"Present, restricted distribution",2008,33.8750629,35.843409
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Oman,,"Present, no details",2004,21.0000287,57.0036901
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Saudi Arabia,,"Absent, unreliable record",Not available,25.6242618,42.3528328
Ipomovirus cucumisvenaflavi  (CVYV00),Asia,Syrian Arab Republic,,"Absent, unreliable record",Not available,34.6401861,39.0494106
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,Belgium,,"Absent, no pest record",Not available,50.6402809,4.6667145
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,Cyprus,,"Present, restricted distribution",2000,34.9174159,32.8899027
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,France,,"Absent, pest eradicated",2003,46.603354,1.8883335
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,Netherlands,,"Absent, confirmed by survey",Not available,52.2434979,5.6343227
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,Portugal,,"Present, restricted distribution",Not available,39.6621648,-8.1353519
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,Spain,,"Present, restricted distribution",Not available,39.3260685,-4.8379791
Ipomovirus cucumisvenaflavi  (CVYV00),Europe,Türkiye,,"Present, no details",1989,39.294076,35.2316631
Ilarvirus TSV  (TSV000),Africa,South Africa,,"Present, no details",Not available,-28.8166236,24.991639
Ilarvirus TSV  (TSV000),America,Argentina,,"Present, no details",Not available,-34.9964963,-64.9672817
Ilarvirus TSV  (TSV000),America,Brazil,,"Present, no details",Not available,-10.3333333,-53.2
Ilarvirus TSV  (TSV000),America,Brazil,Parana,"Present, no details",Not available,-24.4842187,-51.8148872
Ilarvirus TSV  (TSV000),America,Brazil,Sao Paulo,"Present, no details",Not available,-23.5506507,-46.6333824
Ilarvirus TSV  (TSV000),America,Canada,,"Present, restricted distribution",Not available,61.0666922,-107.991707
Ilarvirus TSV  (TSV000),America,Canada,British Columbia,"Present, no details",Not available,55.001251,-125.002441
Ilarvirus TSV  (TSV000),America,Canada,Ontario,"Present, few occurrences",Not available,50.000678,-86.000977
Ilarvirus TSV  (TSV000),America,Chile,,"Present, no details",Not available,-31.7613365,-71.3187697
Ilarvirus TSV  (TSV000),America,Mexico,,"Absent, invalid record",Not available,23.6585116,-102.0077097
Ilarvirus TSV  (TSV000),America,Peru,,"Present, no details",Not available,-6.8699697,-75.0458515
Ilarvirus TSV  (TSV000),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Ilarvirus TSV  (TSV000),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Ilarvirus TSV  (TSV000),America,United States of America,Colorado,"Present, no details",Not available,38.7251776,-105.607716
Ilarvirus TSV  (TSV000),America,United States of America,Florida,"Present, no details",Not available,27.7567667,-81.4639835
Ilarvirus TSV  (TSV000),America,United States of America,Georgia,"Present, no details",Not available,32.3293809,-83.1137366
Ilarvirus TSV  (TSV000),America,United States of America,Idaho,"Present, no details",Not available,43.6447642,-114.015407
Ilarvirus TSV  (TSV000),America,United States of America,Illinois,"Present, no details",Not available,40.0796606,-89.4337288
Ilarvirus TSV  (TSV000),America,United States of America,Iowa,"Present, no details",Not available,41.9216734,-93.3122705
Ilarvirus TSV  (TSV000),America,United States of America,Kansas,"Present, no details",Not available,38.27312,-98.5821872
Ilarvirus TSV  (TSV000),America,United States of America,Kentucky,"Present, no details",Not available,37.5726028,-85.1551411
Ilarvirus TSV  (TSV000),America,United States of America,Maryland,"Present, no details",Not available,39.5162401,-76.9382069
Ilarvirus TSV  (TSV000),America,United States of America,Massachusetts,"Present, no details",Not available,42.3788774,-72.032366
Ilarvirus TSV  (TSV000),America,United States of America,Michigan,"Present, no details",Not available,43.6211955,-84.6824346
Ilarvirus TSV  (TSV000),America,United States of America,Minnesota,"Present, no details",Not available,45.9896587,-94.6113288
Ilarvirus TSV  (TSV000),America,United States of America,New Jersey,"Present, no details",Not available,40.0757384,-74.4041622
Ilarvirus TSV  (TSV000),America,United States of America,New York,"Present, no details",Not available,40.7127281,-74.0060152
Ilarvirus TSV  (TSV000),America,United States of America,North Carolina,"Present, few occurrences",Not available,35.6729639,-79.0392919
Ilarvirus TSV  (TSV000),America,United States of America,Ohio,"Present, no details",Not available,40.2253569,-82.6881395
Ilarvirus TSV  (TSV000),America,United States of America,Oklahoma,"Present, no details",Not available,34.9550817,-97.2684063
Ilarvirus TSV  (TSV000),America,United States of America,Oregon,"Present, no details",Not available,43.9792797,-120.737257
Ilarvirus TSV  (TSV000),America,United States of America,Pennsylvania,"Present, no details",Not available,40.9699889,-77.7278831
Ilarvirus TSV  (TSV000),America,United States of America,Washington,"Present, no details",Not available,38.8950368,-77.0365427
Ilarvirus TSV  (TSV000),America,United States of America,Wisconsin,"Present, no details",Not available,44.4308975,-89.6884637
Ilarvirus TSV  (TSV000),America,Venezuela,,"Present, no details",Not available,8.0018709,-66.1109318
Ilarvirus TSV  (TSV000),Asia,China,,"Present, restricted distribution",Not available,35.000074,104.999927
Ilarvirus TSV  (TSV000),Asia,China,Anhui,"Present, no details",Not available,32.0,117.0
Ilarvirus TSV  (TSV000),Asia,China,Guizhou,"Present, no details",Not available,27.0,107.0
Ilarvirus TSV  (TSV000),Asia,China,Henan,"Present, no details",Not available,34.0000001,113.9999999
Ilarvirus TSV  (TSV000),Asia,China,Shandong,"Present, no details",Not available,36.398987,118.5055691
Ilarvirus TSV  (TSV000),Asia,India,,"Present, restricted distribution",Not available,22.3511148,78.6677428
Ilarvirus TSV  (TSV000),Asia,India,Andhra Pradesh,"Present, no details",Not available,15.9240905,80.1863809
Ilarvirus TSV  (TSV000),Asia,India,Karnataka,"Present, no details",Not available,14.9562045,75.7896741
Ilarvirus TSV  (TSV000),Asia,India,Maharashtra,"Present, no details",Not available,19.5670323,76.4164557
Ilarvirus TSV  (TSV000),Asia,India,Tamil Nadu,"Present, no details",Not available,11.3323723,78.6098639
Ilarvirus TSV  (TSV000),Asia,India,Telangana,"Present, no details",Not available,17.8495919,79.1151663
Ilarvirus TSV  (TSV000),Asia,"Iran, Islamic Republic of",,"Present, no details",Not available,36.2665119,59.5999861
Ilarvirus TSV  (TSV000),Asia,Israel,,"Absent, pest no longer present",Not available,30.8124247,34.8594762
Ilarvirus TSV  (TSV000),Asia,Japan,,"Present, no details",Not available,36.5748441,139.2394179
Ilarvirus TSV  (TSV000),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Ilarvirus TSV  (TSV000),Asia,Saudi Arabia,,"Present, no details",Not available,25.6242618,42.3528328
Ilarvirus TSV  (TSV000),Europe,Denmark,,"Present, no details",Not available,55.670249,10.3333283
Ilarvirus TSV  (TSV000),Europe,France,,"Present, no details",Not available,46.603354,1.8883335
Ilarvirus TSV  (TSV000),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Ilarvirus TSV  (TSV000),Europe,Netherlands,,"Present, no details",Not available,52.2434979,5.6343227
Ilarvirus TSV  (TSV000),Europe,Russian Federation,,"Present, restricted distribution",Not available,64.6863136,97.7453061
Ilarvirus TSV  (TSV000),Europe,Russian Federation,Southern Russia,"Present, no details",Not available,55.8309036,37.6261986
Ilarvirus TSV  (TSV000),Europe,Serbia,,"Present, no details",Not available,44.0243229,21.0765743
Ilarvirus TSV  (TSV000),Europe,Slovenia,,"Present, no details",Not available,46.1199444,14.8153333
Ilarvirus TSV  (TSV000),Europe,United Kingdom,,"Present, no details",Not available,54.7023545,-3.2765753
Ilarvirus TSV  (TSV000),Oceania,Australia,,"Present, no details",Not available,-24.7761086,134.755
Ilarvirus TSV  (TSV000),Oceania,Australia,Queensland,"Present, no details",Not available,-22.1646782,144.5844903
Ilarvirus TSV  (TSV000),Oceania,Australia,Victoria,"Present, no details",Not available,-36.5986096,144.6780052
Ilarvirus TSV  (TSV000),Oceania,New Zealand,,"Present, no details",Not available,-41.5000831,172.8344077
Ilarvirus ApMV  (APMV00),Africa,Algeria,,"Present, restricted distribution",Not available,28.0000272,2.9999825
Ilarvirus ApMV  (APMV00),Africa,Ethiopia,,"Present, no details",2017,10.2116702,38.6521203
Ilarvirus ApMV  (APMV00),Africa,Kenya,,"Present, no details",Not available,1.4419683,38.4313975
Ilarvirus ApMV  (APMV00),Africa,Morocco,,"Present, no details",Not available,28.3347722,-10.3713379
Ilarvirus ApMV  (APMV00),Africa,South Africa,,"Present, widespread",Not available,-28.8166236,24.991639
Ilarvirus ApMV  (APMV00),Africa,"Tanzania, United Republic of",,"Absent, unreliable record",Not available,-6.5247123,35.7878438
Ilarvirus ApMV  (APMV00),Africa,Tunisia,,"Present, restricted distribution",Not available,33.8439408,9.400138
Ilarvirus ApMV  (APMV00),Africa,Zimbabwe,,"Present, few occurrences",Not available,-18.4554963,29.7468414
Ilarvirus ApMV  (APMV00),America,Argentina,,"Present, no details",Not available,-34.9964963,-64.9672817
Ilarvirus ApMV  (APMV00),America,Brazil,,"Present, no details",Not available,-10.3333333,-53.2
Ilarvirus ApMV  (APMV00),America,Brazil,Santa Catarina,"Present, no details",Not available,-27.0628367,-51.114965
Ilarvirus ApMV  (APMV00),America,Brazil,Sao Paulo,"Present, no details",Not available,-23.5506507,-46.6333824
